1.07 - Núcleos familiares, segundo o número de filhos e total de filhos nos núcleos, por tipo de núcleo (com base na idade dos filhos), NUTS II, 2011 e 2021;;;;;;;;;;;;
;;;;;;;;;;;;
Monoparental;480 443;339 800;112 762;22 153;5 728;656 664;579 971;416 867;134 698;23 534;4 872;777 530
Pai com filhos;64 100;48 879;12 660;2 082;479;82 512;83 629;64 576;16 369;2 288;396;105 880
Todos com menos de 15 anos de idade;15 118;11 882;2 845;344;47;18 803;17 980;14 039;3 535;369;37;22 364
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;3 269;0;2 309;735;225;7 808;3 976;0;2 953;821;202;9 256
Todos com 15 ou mais anos de idade;45 713;36 997;7 506;1 003;207;55 901;61 673;50 537;9 881;1 098;157;74 260
Mãe com filhos;416 343;290 921;100 102;20 071;5 249;574 152;496 342;352 291;118 329;21 246;4 476;671 650
Todos com menos de 15 anos de idade;128 077;94 176;28 741;4 460;700;167 991;136 257;99 938;31 073;4 538;708;178 621
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;36 328;0;24 199;9 006;3 123;89 150;40 620;0;28 100;9 726;2 794;97 333
Todos com 15 ou mais anos de idade;251 938;196 745;47 162;6 605;1 426;317 011;319 465;252 353;59 156;6 982;974;395 696
;;;;;;;;;;;;
Norte;1 133 106;444 543;274 565;45 075;8 780;1 166 506;1 108 031;435 372;246 137;35 011;5 070;1 054 072
;;;;;;;;;;;;
Casal sem filhos;360 143;0;0;0;0;0;386 441;0;0;0;0;0
Casal com filhos;617 131;335 477;236 749;37 775;7 130;952 792;535 067;300 629;202 575;27 971;3 892;806 120
Casal de direito com filhos;568 790;305 704;223 032;34 117;5 937;879 432;452 530;250 109;176 981;22 770;2 670;683 604
Todos com menos de 15 anos de idade;225 238;130 641;85 200;8 567;830;330 220;139 050;73 754;58 680;6 085;531;211 581
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;80 424;0;60 236;16 533;3 655;185 784;55 677;0;44 064;10 083;1 530;124 857
Todos com 15 ou mais anos de idade;263 128;175 063;77 596;9 017;1 452;363 428;257 803;176 355;74 237;6 602;609;347 166
Casal de facto com filhos;48 341;29 773;13 717;3 658;1 193;73 360;82 537;50 520;25 594;5 201;1 222;122 516
Todos com menos de 15 anos de idade;33 399;23 178;8 149;1 683;389;46 146;56 007;37 630;15 767;2 256;354;77 421
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;5 728;0;3 331;1 644;753;14 939;8 912;0;5 729;2 389;794;22 037
Todos com 15 ou mais anos de idade;9 214;6 595;2 237;331;51;12 275;17 618;12 890;4 098;556;74;23 058
Monoparental;155 832;109 066;37 816;7 300;1 650;213 714;186 523;134 743;43 562;7 040;1 178;247 952
Pai com filhos;19 396;14 589;3 964;683;160;25 245;25 439;19 592;5 067;672;108;32 201
Todos com menos de 15 anos de idade;3 589;2 852;648;81;8;4 423;4 351;3 453;807;87;4;5 343
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;905;0;634;206;65;2 157;1 036;0;798;192;46;2 371
Todos com 15 ou mais anos de idade;14 902;11 737;2 682;396;87;18 665;20 052;16 139;3 462;393;58;24 487
Mãe com filhos;136 436;94 477;33 852;6 617;1 490;188 469;161 084;115 151;38 495;6 368;1 070;215 751
Todos com menos de 15 anos de idade;39 176;28 905;8 793;1 286;192;51 155;40 423;30 280;8 842;1 153;148;52 025
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;11 358;0;7 899;2 716;743;27 172;12 169;0;8 869;2 714;586;28 368
Todos com 15 ou mais anos de idade;85 902;65 572;17 160;2 615;555;110 142;108 492;84 871;20 784;2 501;336;135 358
;;;;;;;;;;;;
Centro;720 204;257 010;156 945;23 630;4 400;660 726;682 791;245 472;139 236;19 804;3 237;597 139
;;;;;;;;;;;;
Casal sem filhos;278 219;0;0;0;0;0;275 042;0;0;0;0;0
Casal com filhos;351 604;192 180;135 625;20 118;3 681;539 617;300 600;166 291;115 373;16 340;2 596;457 118
Casal de direito com filhos;314 692;169 496;125 076;17 373;2 747;483 544;240 588;130 375;96 161;12 418;1 634;366 894
Todos com menos de 15 anos de idade;121 423;66 978;49 025;4 892;528;181 928;75 213;37 316;33 882;3 646;369;117 569
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;42 813;0;32 673;8 348;1 792;98 153;30 142;0;23 394;5 704;1 044;68 375
Todos com 15 ou mais anos de idade;150 456;102 518;43 378;4 133;427;203 463;135 233;93 059;38 885;3 068;221;180 950
Casal de facto com filhos;36 912;22 684;10 549;2 745;934;56 073;60 012;35 916;19 212;3 922;962;90 224
Todos com menos de 15 anos de idade;25 647;17 627;6 400;1 288;332;35 701;41 345;27 032;12 171;1 823;319;58 184
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;4 425;0;2 616;1 243;566;11 461;6 632;0;4 251;1 780;601;16 443
Todos com 15 ou mais anos de idade;6 840;5 057;1 533;214;36;8 911;12 035;8 884;2 790;319;42;15 597
Monoparental;90 381;64 830;21 320;3 512;719;121 109;107 149;79 181;23 863;3 464;641;140 021
Pai com filhos;12 313;9 638;2 272;334;69;15 475;16 468;12 912;3 112;377;67;20 560
Todos com menos de 15 anos de idade;2 514;1 983;472;51;8;3 113;3 116;2 429;613;68;6;3 885
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;576;0;421;128;27;1 337;726;0;548;137;41;1 689
Todos com 15 ou mais anos de idade;9 223;7 655;1 379;155;34;11 025;12 626;10 483;1 951;172;20;14 986
Mãe com filhos;78 068;55 192;19 048;3 178;650;105 634;90 681;66 269;20 751;3 087;574;119 461
Todos com menos de 15 anos de idade;22 158;16 275;5 090;700;93;28 951;22 488;16 864;4 905;623;96;28 946
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;6 642;0;4 786;1 461;395;15 684;6 768;0;5 004;1 414;350;15 736
Todos com 15 ou mais anos de idade;49 268;38 917;9 172;1 017;162;60 999;61 425;49 405;10 842;1 050;128;74 779
;;;;;;;;;;;;
A.M. Lisboa;852 217;326 710;174 339;33 624;9 715;818 668;839 934;322 911;181 839;36 702;8 905;834 917
;;;;;;;;;;;;
Casal sem filhos;307 829;0;0;0;0;0;289 577;0;0;0;0;0
Casal com filhos;389 660;217 054;138 973;26 125;7 508;606 169;359 402;188 858;136 280;27 619;6 645;572 855
Casal de direito com filhos;309 995;170 821;114 990;19 432;4 752;479 853;255 606;131 635;100 306;19 421;4 244;408 801
Todos com menos de 15 anos de idade;130 565;69 808;52 289;7 292;1 176;201 216;91 197;43 693;39 759;6 747;998;147 658
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;38 743;0;27 016;8 688;3 039;93 629;35 311;0;23 901;8 694;2 716;85 747
Todos com 15 ou mais anos de idade;140 687;101 013;35 685;3 452;537;185 008;129 098;87 942;36 646;3 980;530;175 396
Casal de facto com filhos;79 665;46 233;23 983;6 693;2 756;126 316;103 796;57 223;35 974;8 198;2 401;164 054
Todos com menos de 15 anos de idade;54 805;35 685;15 291;3 049;780;78 696;66 819;40 597;22 012;3 569;641;98 026
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;10 332;0;5 416;3 086;1 830;28 234;13 609;0;8 207;3 794;1 608;34 755
Todos com 15 ou mais anos de idade;14 528;10 548;3 276;558;146;19 386;23 368;16 626;5 755;835;152;31 273
Monoparental;154 728;109 656;35 366;7 499;2 207;212 499;190 955;134 053;45 559;9 083;2 260;262 062
Pai com filhos;21 136;16 064;4 219;699;154;27 273;27 378;20 881;5 492;847;158;35 092
Todos com menos de 15 anos de idade;6 289;4 871;1 242;158;18;7 904;7 357;5 642;1 525;166;24;9 286
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;1 194;0;847;264;83;2 864;1 551;0;1 121;347;83;3 653
Todos com 15 ou mais anos de idade;13 653;11 193;2 130;277;53;16 505;18 470;15 239;2 846;334;51;22 153
Mãe com filhos;133 592;93 592;31 147;6 800;2 053;185 226;163 577;113 172;40 067;8 236;2 102;226 970
Todos com menos de 15 anos de idade;46 162;33 736;10 405;1 749;272;60 930;50 787;36 059;12 334;2 044;350;68 310
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;12 502;0;7 758;3 331;1 413;31 764;15 054;0;9 664;3 968;1 422;37 362
Todos com 15 ou mais anos de idade;74 928;59 856;12 984;1 720;368;92 532;97 736;77 113;18 069;2 224;330;121 298
;;;;;;;;;;;;
Alentejo;233 364;84 269;46 359;7 675;1 781;207 762;211 234;76 950;41 167;7 068;1 526;187 024
;;;;;;;;;;;;
Casal sem filhos;93 280;0;0;0;0;0;84 523;0;0;0;0;0
Casal com filhos;109 243;61 613;39 609;6 480;1 541;166 973;90 811;50 475;33 275;5 750;1 311;139 909
Casal de direito com filhos;91 420;51 179;34 390;4 915;936;138 709;65 283;36 206;24 647;3 771;659;99 652
Todos com menos de 15 anos de idade;33 939;18 663;13 382;1 665;229;51 395;19 454;9 537;8 578;1 169;170;30 931
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;12 097;0;9 210;2 296;591;27 849;8 617;0;6 387;1 824;406;20 009
Todos com 15 ou mais anos de idade;45 384;32 516;11 798;954;116;59 465;37 212;26 669;9 682;778;83;48 712
Casal de facto com filhos;17 823;10 434;5 219;1 565;605;28 264;25 528;14 269;8 628;1 979;652;40 257
Todos com menos de 15 anos de idade;12 082;7 856;3 235;760;231;17 595;16 942;10 354;5 396;942;250;25 027
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;2 284;0;1 230;704;350;6 179;3 292;0;2 042;876;374;8 334
Todos com 15 ou mais anos de idade;3 457;2 578;754;101;24;4 490;5 294;3 915;1 190;161;28;6 896
Monoparental;30 841;22 656;6 750;1 195;240;40 789;35 900;26 475;7 892;1 318;215;47 115
Pai com filhos;4 692;3 706;856;113;17;5 833;5 832;4 634;1 030;156;12;7 211
Todos com menos de 15 anos de idade;1 109;889;190;26;4;1 364;1 236;970;234;29;3;1 537
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;225;0;166;50;9;525;278;0;209;64;5;631
Todos com 15 ou mais anos de idade;3 358;2 817;500;37;4;3 944;4 318;3 664;587;63;4;5 043
Mãe com filhos;26 149;18 950;5 894;1 082;223;34 956;30 068;21 841;6 862;1 162;203;39 904
Todos com menos de 15 anos de idade;7 622;5 636;1 686;254;46;9 966;8 032;5 874;1 837;280;41;10 558
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;2 145;0;1 499;512;134;5 124;2 478;0;1 774;566;138;5 830
Todos com 15 ou mais anos de idade;16 382;13 314;2 709;316;43;19 866;19 558;15 967;3 251;316;24;23 516
;;;;;;;;;;;;
Algarve;139 009;52 557;27 945;4 528;1 089;126 718;141 290;53 257;28 395;4 626;918;127 802
;;;;;;;;;;;;
Casal sem filhos;52 890;0;0;0;0;0;54 094;0;0;0;0;0
Casal com filhos;63 396;35 972;22 906;3 633;885;96 496;58 458;32 134;21 971;3 638;715;90 025
Casal de direito com filhos;48 817;27 151;18 552;2 589;525;74 282;39 361;21 154;15 456;2 351;400;60 805
Todos com menos de 15 anos de idade;19 619;10 782;7 844;874;119;29 589;13 143;6 474;5 830;751;88;20 751
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;6 544;0;4 914;1 271;359;15 202;5 438;0;3 993;1 181;264;12 650
Todos com 15 ou mais anos de idade;22 654;16 369;5 794;444;47;29 491;20 780;14 680;5 633;419;48;27 404
Casal de facto com filhos;14 579;8 821;4 354;1 044;360;22 214;19 097;10 980;6 515;1 287;315;29 220
Todos com menos de 15 anos de idade;9 982;6 711;2 673;474;124;13 996;12 274;7 585;4 031;569;89;17 719
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;1 756;0;1 062;483;211;4 499;2 347;0;1 498;633;216;5 837
Todos com 15 ou mais anos de idade;2 841;2 110;619;87;25;3 719;4 476;3 395;986;85;10;5 664
Monoparental;22 723;16 585;5 039;895;204;30 222;28 738;21 123;6 424;988;203;37 777
Pai com filhos;3 306;2 607;597;79;23;4 138;4 269;3 403;770;81;15;5 245
Todos com menos de 15 anos de idade;885;708;164;10;3;1 079;1 115;902;201;12;0;1 339
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;175;0;128;33;14;417;186;0;147;30;9;421
Todos com 15 ou mais anos de idade;2 246;1 899;305;36;6;2 642;2 968;2 501;422;39;6;3 485
Mãe com filhos;19 417;13 978;4 442;816;181;26 084;24 469;17 720;5 654;907;188;32 532
Todos com menos de 15 anos de idade;6 674;5 058;1 389;204;23;8 547;7 819;5 797;1 766;219;37;10 137
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;1 684;0;1 154;409;121;4 053;1 955;0;1 396;441;118;4 608
Todos com 15 ou mais anos de idade;11 059;8 920;1 899;203;37;13 484;14 695;11 923;2 492;247;33;17 787
;;;;;;;;;;;;
R.A. Açores;71 201;26 088;18 051;5 411;1 938;87 020;70 357;27 702;16 627;3 689;960;76 113
;;;;;;;;;;;;
Casal sem filhos;19 713;0;0;0;0;0;21 379;0;0;0;0;0
Casal com filhos;40 756;19 164;15 353;4 635;1 604;70 898;35 959;18 823;13 437;2 929;770;57 761
Casal de direito com filhos;37 086;17 213;14 304;4 167;1 402;64 550;29 616;15 198;11 476;2 369;573;47 693
Todos com menos de 15 anos de idade;15 762;8 417;5 990;1 104;251;24 775;10 203;5 533;3 998;591;81;15 638
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;6 461;0;3 542;2 006;913;17 245;4 346;0;2 876;1 111;359;10 624
Todos com 15 ou mais anos de idade;14 863;8 796;4 772;1 057;238;22 530;15 067;9 665;4 602;667;133;21 431
Casal de facto com filhos;3 670;1 951;1 049;468;202;6 348;6 343;3 625;1 961;560;197;10 068
Todos com menos de 15 anos de idade;2 519;1 570;657;223;69;3 846;4 280;2 784;1 202;242;52;6 132
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;553;0;231;199;123;1 618;840;0;454;258;128;2 234
Todos com 15 ou mais anos de idade;598;381;161;46;10;884;1 223;841;305;60;17;1 702
Monoparental;10 732;6 924;2 698;776;334;16 122;13 019;8 879;3 190;760;190;18 352
Pai com filhos;1 466;1 035;331;76;24;2 030;1 919;1 410;413;71;25;2 556
Todos com menos de 15 anos de idade;330;251;68;9;2;425;393;303;86;4;0;487
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;94;0;51;29;14;251;95;0;60;23;12;241
Todos com 15 ou mais anos de idade;1 042;784;212;38;8;1 354;1 431;1 107;267;44;13;1 828
Mãe com filhos;9 266;5 889;2 367;700;310;14 092;11 100;7 469;2 777;689;165;15 796
Todos com menos de 15 anos de idade;2 663;1 882;612;129;40;3 663;2 823;2 076;622;107;18;3 713
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;908;0;461;283;164;2 509;1 042;0;648;299;95;2 608
Todos com 15 ou mais anos de idade;5 695;4 007;1 294;288;106;7 920;7 235;5 393;1 507;283;52;9 475
;;;;;;;;;;;;
R.A. Madeira;77 270;31 370;19 732;5 018;1 585;92 834;74 077;31 619;17 584;3 368;636;79 586
;;;;;;;;;;;;
Casal sem filhos;19 565;0;0;0;0;0;20 870;0;0;0;0;0
Casal com filhos;42 499;21 287;15 959;4 042;1 211;70 625;35 520;19 206;13 376;2 487;451;55 335
Casal de direito com filhos;37 894;18 512;14 678;3 662;1 042;63 402;29 176;15 303;11 465;2 068;340;45 881
Todos com menos de 15 anos de idade;15 714;8 652;5 993;927;142;24 015;8 695;4 558;3 648;444;45;13 372
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;5 708;0;3 484;1 623;601;14 508;3 871;0;2 728;950;193;9 130
Todos com 15 ou mais anos de idade;16 472;9 860;5 201;1 112;299;24 879;16 610;10 745;5 089;674;102;23 379
Casal de facto com filhos;4 605;2 775;1 281;380;169;7 223;6 344;3 903;1 911;419;111;9 454
Todos com menos de 15 anos de idade;3 130;2 166;742;174;48;4 376;4 203;2 873;1 131;170;29;5 766
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;582;0;308;166;108;1 597;709;0;434;199;76;1 791
Todos com 15 ou mais anos de idade;893;609;231;40;13;1 250;1 432;1 030;346;50;6;1 897
Monoparental;15 206;10 083;3 773;976;374;22 209;17 687;12 413;4 208;881;185;24 251
Pai com filhos;1 791;1 240;421;98;32;2 518;2 324;1 744;485;84;11;3 015
Todos com menos de 15 anos de idade;402;328;61;9;4;495;412;340;69;3;0;487
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;100;0;62;25;13;257;104;0;70;28;6;250
Todos com 15 ou mais anos de idade;1 289;912;298;64;15;1 766;1 808;1 404;346;53;5;2 278
Mãe com filhos;13 415;8 843;3 352;878;342;19 691;15 363;10 669;3 723;797;174;21 236
Todos com menos de 15 anos de idade;3 622;2 684;766;138;34;4 779;3 885;2 988;767;112;18;4 932
Pelo menos um com menos de 15 anos e pelo menos um com 15 ou mais anos de idade;1 089;0;642;294;153;2 844;1 154;0;745;324;85;2 821
Todos com 15 ou mais anos de idade;8 704;6 159;1 944;446;155;12 068;10 324;7 681;2 211;361;71;13 483
;;;;;;;;;;;;
;;;;;;;;;;;;
Fonte: INE, Recenseamentos da População e da Habitação, 2011 e 2021;;;;;;;;;;;;
